customer_age,annual_income,spending_score,purchase_frequency,website_visits,time_on_app,discount_usage,days_since_last_purchase,loyalty_points,social_media_engagement,preferred_payment_mode,city_tier
41,46711.67,75,6,55,66.31,80.17,64,2989,6.68,Debit Card,Tier2
66,,39,35,60,27.4,59.16,103,9170,6.42,Debit Card,Tier2
54,95467.16,77,5,40,35.76,33.95,21,7057,8.5,UPI,Tier1
61,73725.81,87,7,47,60.36,29.25,106,7149,1.06,UPI,Tier1
18,46670.89,25,9,27,,95.27,36,4101,4.63,Credit Card,Tier3
27,88451.2,80,9,17,47.88,13.89,51,2006,3.44,UPI,Tier3
60,65392.31,56,8,49,45.95,66.08,92,6815,8.4,Credit Card,Tier3
33,65826.47,48,5,76,77.91,99.09,17,4434,9.55,Credit Card,Tier2
63,38541.23,85,7,54,71.01,17.08,23,7975,5.77,Cash,Tier2
25,43219.7,10,10,35,56.18,17.54,119,9352,7.85,UPI,Tier1
66,46847.86,41,10,42,46.65,67.54,63,6467,9.17,Debit Card,Tier1
42,,83,8,73,41.99,21.87,79,1973,5.22,UPI,Tier1
67,66713.49,99,10,35,20.67,6.44,64,3199,5.69,Credit Card,Tier1
29,98970.04,59,9,58,60.96,39.63,82,4594,7.55,Cash,Tier2
42,73471.21,28,5,77,49.38,7.66,48,7821,9.99,Cash,Tier2
34,10000.0,41,8,12,69.84,40.38,117,9409,7.54,UPI,Tier3
43,70778.12,66,7,16,75.72,89.13,89,2923,5.78,Credit Card,Tier3
63,33099.64,51,13,63,53.06,44.54,39,7628,2.38,UPI,Tier1
65,43748.64,62,5,73,37.56,54.85,88,7375,7.16,Debit Card,Tier1
31,47132.27,30,5,59,,41.34,66,2613,6.88,Debit Card,Tier1
58,50406.56,40,7,36,62.74,21.77,26,8547,5.73,Credit Card,Tier2
53,34746.71,40,8,30,48.4,28.14,17,6434,4.54,Debit Card,Tier1
40,69476.6,69,13,16,26.12,,35,8873,3.28,Debit Card,Tier1
60,33962.35,62,10,13,43.38,98.12,109,8300,8.66,Cash,Tier3
23,72846.69,15,8,5,50.22,77.8,67,7954,5.86,Credit Card,Tier2
64,114213.36,3,8,19,31.0,9.46,72,3375,7.66,Cash,Tier1
22,,24,8,39,54.97,83.25,22,1373,6.08,Credit Card,Tier2
60,,41,7,12,19.48,21.25,3,4075,9.78,UPI,Tier2
42,10000.0,63,9,10,,28.7,6,2256,6.58,Debit Card,Tier1
35,58379.42,48,8,26,36.61,32.62,51,8379,1.26,UPI,Tier3
30,79139.78,61,2,44,33.02,64.35,65,1063,4.94,UPI,Tier2
60,80854.06,48,2,40,55.56,96.54,67,5106,7.79,Cash,Tier3
31,66702.0,47,7,51,49.41,80.89,14,6082,8.71,Debit Card,Tier3
45,84563.8,56,14,79,,60.43,81,2910,8.1,Credit Card,Tier1
35,121013.2,76,8,49,28.32,42.36,97,2116,6.73,Cash,Tier1
45,102670.7,8,10,75,65.34,79.35,111,7675,2.92,Credit Card,Tier1
68,53504.54,78,9,72,9.63,12.63,29,3912,1.86,Credit Card,Tier2
44,33075.71,18,16,59,57.92,26.61,111,917,4.07,Debit Card,Tier2
49,56064.67,84,9,75,,84.98,60,8056,6.08,Debit Card,Tier3
64,44166.38,23,10,42,21.09,81.39,102,8626,6.57,UPI,Tier2
26,74929.65,69,9,59,41.45,46.11,10,6054,4.35,Cash,Tier1
57,39013.74,65,9,79,51.51,,103,4991,5.89,Cash,Tier1
49,63397.91,46,4,20,75.75,,39,9015,1.97,Cash,Tier3
37,83436.31,66,10,49,36.0,4.73,106,466,8.67,Debit Card,Tier3
45,251138.76,80,60,28,45.61,,100,9711,6.41,Debit Card,Tier3
50,44181.1,69,8,53,50.16,47.95,21,4995,1.92,Credit Card,Tier2
21,90845.91,22,10,56,35.35,85.17,33,8858,2.06,Cash,Tier3
63,23662.42,65,7,29,49.34,19.65,116,9639,8.32,Credit Card,Tier3
51,57788.51,12,13,26,39.01,16.22,49,4974,3.08,Cash,Tier1
65,64083.48,19,12,48,58.62,52.87,96,2638,3.43,Cash,Tier3
20,65349.99,22,9,53,58.78,64.42,13,4432,2.71,UPI,Tier3
43,68970.91,55,13,58,46.98,6.99,89,7051,2.98,UPI,Tier1
25,78429.68,62,6,79,37.8,46.25,66,2888,2.23,Credit Card,Tier1
23,64221.04,51,7,68,31.97,10.91,36,1062,4.6,UPI,Tier1
33,,48,12,50,63.27,34.68,13,3821,1.67,Cash,Tier3
41,56033.03,17,11,5,57.8,,2,4253,8.84,Debit Card,Tier1
65,51546.65,13,5,35,49.77,94.65,2,4076,6.43,UPI,Tier1
56,82325.95,28,8,56,,48.72,93,2062,3.88,Debit Card,Tier3
47,50776.37,67,7,78,59.67,24.84,73,5907,3.97,UPI,Tier1
62,83628.96,5,7,7,33.59,78.81,30,7935,5.85,Debit Card,Tier2
30,65417.98,60,6,66,84.59,25.07,34,4259,1.94,Debit Card,Tier3
22,53532.39,15,6,32,68.69,91.29,36,1991,9.86,UPI,Tier3
42,78604.96,81,9,14,50.72,24.12,39,6007,7.47,Debit Card,Tier1
37,48996.01,44,9,46,54.63,53.57,26,5131,2.94,Credit Card,Tier2
35,79040.05,46,9,30,47.69,36.76,114,1474,8.51,UPI,Tier2
64,69679.97,29,6,26,30.04,23.29,97,4691,6.31,Credit Card,Tier2
35,51880.86,68,2,35,45.31,95.47,56,3842,8.1,Credit Card,Tier1
19,76629.97,96,4,36,50.39,,119,2870,8.75,Cash,Tier2
27,77024.97,49,6,40,44.28,33.64,63,4942,6.78,UPI,Tier1
62,90465.43,43,10,75,,62.29,32,2469,7.06,Cash,Tier3
67,86255.23,68,5,76,47.3,5.36,52,306,8.42,UPI,Tier1
64,75808.03,77,8,33,16.89,29.51,28,9284,6.07,Credit Card,Tier2
29,40193.0,20,8,76,,21.85,84,8994,5.19,Cash,Tier3
64,118868.91,18,12,74,70.47,34.89,12,5031,7.43,Cash,Tier2
30,,64,6,66,50.61,47.42,16,501,4.54,Debit Card,Tier3
67,85883.79,49,10,46,37.15,,46,869,5.23,Debit Card,Tier1
64,74488.24,42,11,60,,54.31,66,6246,4.23,Debit Card,Tier3
28,,12,5,41,,81.66,92,7216,8.78,UPI,Tier3
36,62265.38,89,6,36,32.49,37.3,16,8496,4.91,Cash,Tier3
52,63267.44,94,9,39,18.82,92.4,93,7250,8.2,Cash,Tier2
56,93722.82,79,7,15,34.3,,75,1700,7.98,Debit Card,Tier2
43,,36,4,11,46.86,5.83,91,5249,1.13,Cash,Tier3
63,59237.21,8,14,14,42.06,29.86,109,9613,8.98,Debit Card,Tier1
31,13606.47,28,8,74,53.85,49.1,2,4947,5.98,Cash,Tier3
62,103164.78,86,15,63,35.09,29.42,109,2461,6.01,UPI,Tier3
61,41449.7,60,10,11,43.33,38.71,39,3493,4.06,Debit Card,Tier2
41,72192.04,49,8,48,37.88,70.49,14,4038,8.48,Debit Card,Tier3
58,62769.03,38,4,22,33.5,79.86,110,255,2.17,UPI,Tier2
18,62843.98,80,5,17,32.66,25.45,74,2343,5.3,Debit Card,Tier2
68,82816.96,58,5,18,29.04,67.13,89,6802,3.24,Debit Card,Tier2
60,101767.77,5,7,20,62.01,13.74,83,3879,7.87,Cash,Tier3
39,282131.44,46,35,22,31.34,,20,6528,2.74,UPI,Tier1
40,79411.72,98,6,66,43.08,12.5,31,5779,2.22,Cash,Tier3
36,72235.61,75,7,52,34.98,75.16,96,4869,2.78,Cash,Tier2
35,,2,12,65,49.4,15.92,86,7257,8.92,Cash,Tier2
29,54815.84,89,9,17,39.33,63.3,14,9041,4.66,Credit Card,Tier2
45,88658.59,25,7,42,90.64,79.14,81,6298,1.22,Credit Card,Tier2
45,,1,7,53,34.65,67.56,59,5579,7.85,Credit Card,Tier3
50,,95,7,27,40.99,,41,6524,7.03,Cash,Tier1
36,50476.75,69,7,23,32.12,55.51,50,9746,5.24,Debit Card,Tier3
45,245186.28,40,45,76,70.35,60.76,106,6033,9.98,Cash,Tier1
69,70268.27,68,13,40,17.19,47.15,108,9652,4.01,Debit Card,Tier1
66,34841.48,69,9,12,46.91,49.47,98,8746,5.47,Cash,Tier1
54,100088.24,69,14,61,52.87,73.11,74,7543,4.01,UPI,Tier2
43,64729.92,16,5,34,49.19,52.17,86,846,5.77,UPI,Tier2
52,71246.41,54,8,10,,53.89,17,8850,9.61,Cash,Tier2
51,52305.9,63,6,7,59.33,,99,6670,1.27,Cash,Tier3
52,35808.69,18,4,28,44.14,67.67,57,7963,7.54,Debit Card,Tier2
57,51711.34,17,6,28,45.94,48.51,28,2008,5.91,Debit Card,Tier2
33,69822.49,99,11,16,41.76,21.85,34,7898,3.42,Cash,Tier3
55,79815.43,82,11,39,36.1,86.88,86,4553,3.91,Debit Card,Tier1
30,68559.41,4,6,40,55.96,69.79,8,3272,2.63,Debit Card,Tier3
40,72627.93,95,10,52,36.44,23.81,46,6261,5.78,Debit Card,Tier3
39,57585.42,95,9,41,52.75,16.65,10,3334,1.15,UPI,Tier2
33,75917.47,9,2,43,42.11,35.18,82,4228,8.12,Debit Card,Tier3
45,97622.32,31,4,68,23.24,52.1,104,9668,7.21,Cash,Tier1
65,80505.37,5,6,7,46.95,96.06,99,3225,4.44,Cash,Tier3
52,82809.92,16,10,77,44.0,95.07,22,809,3.08,UPI,Tier1
62,71468.36,42,3,55,33.65,42.35,100,5008,5.47,Credit Card,Tier1
63,31930.59,41,9,42,40.8,24.86,98,902,4.04,Debit Card,Tier2
25,,80,7,26,32.87,68.34,44,1134,8.05,Credit Card,Tier1
61,75007.27,84,7,19,35.48,43.03,64,8178,4.23,UPI,Tier2
39,64759.34,30,13,67,23.37,1.84,101,2782,7.51,Debit Card,Tier1
38,74676.54,26,6,79,34.47,9.58,26,1732,6.6,Credit Card,Tier3
43,101881.32,49,9,38,53.16,39.15,86,1345,6.06,Cash,Tier2
57,80972.79,31,9,59,49.02,65.27,39,9397,8.91,UPI,Tier2
38,92695.5,50,11,40,63.47,8.54,26,7960,6.77,Cash,Tier3
42,67082.99,15,7,10,54.8,87.4,118,1122,9.48,UPI,Tier2
58,47241.26,52,9,16,40.04,62.23,85,1630,5.26,UPI,Tier1
18,63726.94,38,6,18,49.57,24.53,24,3689,4.4,Debit Card,Tier1
23,47295.46,38,8,61,51.77,58.12,50,7210,6.6,Debit Card,Tier3
40,99282.49,60,5,26,76.77,78.03,104,1100,4.93,UPI,Tier2
68,82388.6,20,8,67,49.79,47.89,40,2745,5.2,UPI,Tier1
40,76451.27,99,11,47,59.74,33.64,45,7620,4.14,Cash,Tier2
60,92190.75,87,7,20,57.85,91.02,52,9466,7.46,Credit Card,Tier1
60,20558.76,44,12,43,72.88,45.58,40,8531,6.64,Credit Card,Tier3
40,77939.03,89,8,16,51.52,56.17,30,6175,5.96,Cash,Tier2
49,36165.79,63,7,18,,79.55,52,9700,5.04,Credit Card,Tier1
47,64840.37,50,10,41,45.39,47.36,16,8469,6.84,Debit Card,Tier3
30,58142.43,22,6,56,46.44,,118,5170,9.11,Credit Card,Tier1
60,79558.21,72,8,54,45.73,62.4,106,8255,7.81,Debit Card,Tier3
35,70020.12,54,5,61,61.78,12.61,56,8366,3.41,UPI,Tier2
40,94592.58,9,9,30,,32.19,119,9228,6.97,Debit Card,Tier3
32,51758.26,15,12,41,37.17,11.4,94,8790,1.52,Credit Card,Tier2
50,80600.52,48,7,22,78.5,92.34,41,6158,8.92,Debit Card,Tier2
38,68568.91,20,8,39,41.04,7.29,38,1645,5.87,Debit Card,Tier1
56,29023.61,35,9,14,58.64,58.06,7,5411,7.16,UPI,Tier2
40,44790.44,67,8,22,21.55,97.09,35,5469,5.46,UPI,Tier2
44,61702.68,60,6,5,35.35,31.06,103,5288,6.13,Debit Card,Tier3
62,89470.43,98,1,49,67.85,70.98,89,684,7.54,Credit Card,Tier1
61,75201.91,34,9,7,,,70,5852,8.87,Debit Card,Tier3
35,39314.98,99,8,49,51.72,26.92,118,5185,2.63,Credit Card,Tier1
41,61913.04,73,7,38,46.16,78.46,40,902,3.7,UPI,Tier3
68,109391.74,94,6,74,44.6,3.32,78,1905,9.37,UPI,Tier3
64,67446.91,54,7,26,55.67,25.5,11,2744,1.3,UPI,Tier2
57,57798.84,90,11,70,21.94,10.19,31,5978,3.45,UPI,Tier3
68,75818.27,12,13,15,53.85,81.83,58,316,5.58,UPI,Tier2
59,81794.65,88,11,21,29.18,40.69,30,3153,8.52,Debit Card,Tier3
24,54964.3,19,8,41,46.86,8.61,30,4344,4.69,UPI,Tier3
67,304226.6,80,15,23,38.65,97.05,86,5007,3.01,UPI,Tier3
65,57764.43,26,9,36,43.46,40.42,10,737,3.75,Credit Card,Tier2
37,80825.21,23,8,15,49.95,6.9,102,1920,3.38,Credit Card,Tier3
44,,33,7,15,36.4,37.62,2,9975,2.39,Debit Card,Tier3
23,75603.29,57,14,34,54.49,36.46,98,8821,4.7,Debit Card,Tier1
44,48297.96,30,6,6,26.83,13.13,98,9464,5.29,Debit Card,Tier2
26,46931.7,23,10,39,49.73,72.15,17,105,6.72,Debit Card,Tier3
62,85800.94,74,7,33,55.36,84.6,60,4199,6.36,Credit Card,Tier1
48,63253.28,36,7,55,57.76,82.18,96,648,4.47,Credit Card,Tier1
38,71270.76,95,9,9,,28.78,1,6623,2.77,Credit Card,Tier3
43,,86,6,73,60.27,13.71,108,8631,7.77,Cash,Tier3
57,84771.99,43,3,26,44.95,90.46,58,8760,6.48,Credit Card,Tier3
65,51628.18,66,6,32,58.13,36.97,45,2015,4.38,Credit Card,Tier3
62,62016.77,53,10,29,29.78,75.05,115,6370,2.97,Debit Card,Tier3
30,82291.84,87,11,8,,26.97,59,7433,7.24,Cash,Tier2
66,90805.29,99,6,50,41.12,39.02,32,9960,7.08,UPI,Tier3
40,53477.3,60,7,37,40.23,23.36,38,825,4.99,Credit Card,Tier2
37,,37,6,27,28.66,44.69,60,4405,3.95,UPI,Tier1
54,71891.32,61,7,42,35.78,3.4,44,2768,9.33,UPI,Tier1
45,42055.58,96,7,57,26.51,30.22,68,5946,7.43,Debit Card,Tier2
34,73119.15,53,8,67,47.41,9.64,104,8480,2.65,Credit Card,Tier2
45,56574.02,12,7,8,85.32,62.7,82,7635,3.61,Credit Card,Tier3
58,74549.51,35,6,41,27.02,9.7,77,5028,9.04,Credit Card,Tier3
19,64057.16,67,13,5,58.2,49.66,59,3950,3.19,Credit Card,Tier3
42,66634.02,98,8,71,29.02,75.94,3,188,3.11,Cash,Tier3
67,44944.95,38,8,8,56.01,27.19,37,9804,1.5,Credit Card,Tier3
58,86781.35,24,4,22,47.97,32.79,110,3120,4.74,UPI,Tier1
23,39565.2,81,6,50,44.86,60.9,29,1944,4.68,Debit Card,Tier3
28,40607.17,40,6,11,36.79,14.07,57,2594,7.37,Credit Card,Tier2
55,73081.93,65,6,65,64.99,29.16,72,7960,9.44,Cash,Tier3
23,100262.57,57,9,5,,86.65,96,8456,9.33,Debit Card,Tier1
62,57242.95,72,3,61,,78.85,47,7096,3.96,Credit Card,Tier1
28,80421.39,79,10,17,64.87,24.33,30,4720,4.2,Cash,Tier2
31,88613.48,45,7,28,47.13,70.75,45,2771,9.43,UPI,Tier2
19,82923.06,89,9,32,51.86,14.33,86,8502,1.67,UPI,Tier2
57,58153.42,72,9,56,25.64,42.57,41,5952,4.36,Credit Card,Tier3
20,40996.97,96,6,74,37.84,13.78,68,9140,6.75,UPI,Tier1
52,16433.95,13,8,13,54.06,44.25,89,6656,1.3,Cash,Tier1
50,59217.51,79,5,31,72.48,6.08,16,4530,4.08,UPI,Tier3
41,90917.92,6,6,63,40.09,86.65,24,6809,5.69,Cash,Tier2
36,40268.35,97,5,58,59.96,,46,8264,9.03,UPI,Tier2
35,80404.62,71,8,35,43.01,36.61,29,1489,3.17,Cash,Tier1
66,44096.64,97,7,48,42.87,39.1,46,9363,7.96,Credit Card,Tier3
69,67333.6,47,9,28,26.91,91.59,13,6331,5.08,Credit Card,Tier3
41,80571.42,93,4,72,73.76,,104,240,5.46,UPI,Tier2
62,50491.1,44,7,17,62.91,69.02,91,6313,1.08,Debit Card,Tier3
52,68750.66,32,9,40,,48.44,104,6387,3.76,Credit Card,Tier3
18,55867.99,3,7,52,51.44,57.71,35,4680,9.01,Debit Card,Tier2
53,80513.27,54,10,49,,39.6,93,5234,5.36,UPI,Tier3
42,70176.98,84,8,14,52.15,14.16,66,2397,6.62,Debit Card,Tier3
62,66243.17,78,4,25,47.61,50.98,99,136,2.64,Debit Card,Tier2
66,99283.7,92,8,57,22.77,85.68,107,5967,9.84,Cash,Tier3
60,79570.74,38,7,60,62.44,23.65,10,4909,4.51,Credit Card,Tier3
51,49812.26,4,14,67,44.29,47.14,111,539,4.34,Cash,Tier2
42,63110.99,79,5,22,57.24,30.19,16,2161,8.81,UPI,Tier2
33,63330.23,17,4,69,41.91,42.26,5,5273,2.69,UPI,Tier3
51,267068.12,37,45,37,39.5,0.02,32,2631,7.76,Debit Card,Tier3
46,120539.2,88,10,36,29.47,87.41,75,6891,4.15,Cash,Tier2
36,73158.74,36,11,79,61.19,88.09,38,8189,6.72,Debit Card,Tier1
40,20210.14,58,9,8,53.99,64.25,100,8579,9.03,Cash,Tier1
36,53058.42,41,7,54,34.79,48.83,96,3274,7.91,Debit Card,Tier2
42,89951.24,8,15,18,49.38,85.97,34,8063,6.99,Cash,Tier1
33,57744.44,67,8,39,48.77,83.38,84,5819,5.88,UPI,Tier3
68,21279.17,30,6,50,53.21,19.35,30,4629,1.32,Credit Card,Tier3
26,45825.01,86,9,12,64.09,84.41,86,9382,6.29,Credit Card,Tier3
18,31544.13,52,14,43,33.5,,114,7820,5.09,Debit Card,Tier2
59,73451.52,97,13,52,57.05,0.63,27,5403,4.0,Credit Card,Tier1
36,65011.87,25,7,63,57.42,94.22,110,8369,5.12,Debit Card,Tier3
50,71665.17,52,8,5,50.14,16.26,103,9959,2.51,Credit Card,Tier2
51,62699.87,59,11,35,31.64,51.73,79,4067,2.71,Cash,Tier3
33,34325.45,30,4,52,46.07,89.03,103,9288,9.93,Cash,Tier3
61,76297.47,67,8,34,14.61,93.89,81,1640,8.33,Debit Card,Tier2
57,107288.94,4,15,20,40.56,23.04,61,4865,7.91,Cash,Tier1
35,,93,10,45,30.78,75.9,45,7615,8.12,Debit Card,Tier2
51,55629.66,57,10,28,58.18,35.72,16,8388,6.71,UPI,Tier1
42,,63,12,69,50.36,44.58,65,5985,9.97,UPI,Tier2
62,45022.53,32,16,15,30.49,69.9,2,1189,4.98,Cash,Tier1
23,74966.87,87,9,23,72.98,82.14,18,8183,9.22,Cash,Tier2
38,,83,2,23,68.25,55.56,14,7347,4.28,Cash,Tier3
23,70739.06,79,7,35,50.24,69.31,116,3335,5.74,Cash,Tier1
49,82597.52,51,4,16,24.88,14.41,53,2997,7.72,Cash,Tier3
58,80568.92,63,5,37,51.76,49.33,57,4646,5.07,Cash,Tier3
65,76143.76,80,9,74,46.0,82.17,99,1354,4.67,UPI,Tier3
60,50513.58,87,10,46,66.87,85.23,90,5134,7.28,Debit Card,Tier1
56,68826.32,1,7,55,25.54,70.8,106,4988,1.27,UPI,Tier2
48,46335.69,19,11,60,39.96,15.73,49,1930,4.21,Debit Card,Tier2
59,65383.44,35,6,57,63.31,55.4,18,7831,5.76,Debit Card,Tier1
27,72279.0,63,8,46,56.1,4.92,54,8414,2.88,UPI,Tier2
47,101933.24,94,5,61,36.97,90.51,59,7918,8.44,UPI,Tier3
69,36185.9,81,3,40,57.36,,32,9431,1.16,Credit Card,Tier2
35,75593.17,26,12,21,40.83,33.62,46,2456,2.69,Debit Card,Tier2
41,97587.21,13,9,22,33.67,70.04,69,9029,4.33,Cash,Tier1
69,81694.65,86,6,8,57.8,77.37,20,8746,6.45,Debit Card,Tier3
26,83324.8,23,5,55,57.74,45.16,109,3557,3.83,Credit Card,Tier2
48,77929.29,97,8,24,40.53,44.87,50,5668,9.94,Credit Card,Tier1
32,93563.36,91,12,71,32.11,41.35,111,3574,2.35,Debit Card,Tier3
21,41075.48,35,9,61,37.21,52.4,116,8931,6.14,Credit Card,Tier3
57,34509.61,12,5,18,48.71,97.87,18,5312,3.5,Debit Card,Tier3
26,64860.65,9,11,48,22.92,76.97,22,8859,3.69,Credit Card,Tier2
62,17454.43,98,5,29,53.16,14.67,5,3057,1.14,Cash,Tier3
26,92074.21,78,6,68,46.22,24.93,69,8131,3.7,UPI,Tier2
43,91855.73,67,3,6,46.19,95.75,49,5349,8.43,Credit Card,Tier1
21,55466.29,44,2,42,54.86,47.53,74,5260,3.39,Cash,Tier2
34,56843.05,61,8,10,24.55,,33,3122,6.17,UPI,Tier3
33,63408.36,21,8,52,36.51,11.95,41,9365,7.92,Credit Card,Tier1
32,66144.45,7,4,32,48.78,69.89,8,5575,8.09,Credit Card,Tier2
52,67797.83,97,5,70,48.2,7.93,104,7624,9.59,UPI,Tier2
69,77281.11,99,9,43,45.97,76.89,93,8268,6.74,Cash,Tier1
22,61202.22,11,6,45,46.09,45.87,11,4489,9.69,Cash,Tier2
22,,45,4,7,30.07,73.94,74,6716,2.33,Cash,Tier2
37,74810.85,32,9,75,57.38,44.16,77,666,2.42,Debit Card,Tier3
32,51646.8,86,14,5,39.4,14.96,74,3064,5.65,Debit Card,Tier1
35,94372.48,83,8,53,40.76,9.22,31,3992,8.37,Credit Card,Tier1
64,35118.35,36,9,39,43.35,43.27,107,8652,8.7,UPI,Tier3
19,62972.35,37,7,39,26.27,4.87,86,1985,5.03,Debit Card,Tier1
46,86272.18,75,15,53,65.62,68.22,55,683,9.7,Cash,Tier1
30,49092.39,41,7,66,30.39,95.85,88,9235,9.38,UPI,Tier2
21,71810.22,77,9,20,47.42,92.8,51,4320,4.43,UPI,Tier1
59,76953.47,92,8,69,25.09,57.95,95,3407,5.56,Cash,Tier1
62,46068.47,49,6,6,31.22,57.1,62,8826,5.24,UPI,Tier3
27,63405.49,15,12,6,60.52,56.6,21,938,9.73,UPI,Tier2
48,61556.92,13,11,71,,90.22,77,6448,8.24,Cash,Tier3
58,52861.77,53,7,63,45.77,4.89,26,7564,5.67,UPI,Tier3
25,,33,8,46,48.39,64.99,92,6261,1.24,Debit Card,Tier3
20,48211.66,72,6,36,62.25,46.54,80,7424,1.31,Credit Card,Tier2
65,87108.47,32,7,20,43.85,94.6,13,4225,3.16,UPI,Tier2
63,56358.38,48,11,53,30.61,25.6,67,2134,7.42,UPI,Tier3
26,41094.0,68,9,57,12.05,26.64,84,1402,3.63,Credit Card,Tier3
47,67261.91,57,7,70,14.16,76.72,44,499,1.32,Debit Card,Tier3
28,79280.05,62,8,41,64.83,42.99,76,6199,7.2,UPI,Tier3
52,85251.21,82,6,57,50.54,35.82,78,4563,6.11,Cash,Tier3
54,99369.83,87,8,55,72.66,30.5,3,7300,9.1,Debit Card,Tier1
59,129795.42,93,13,70,51.73,15.1,20,820,9.16,UPI,Tier1
30,70511.31,2,7,6,,15.11,6,9173,9.95,Cash,Tier2
53,50411.97,77,8,6,24.89,21.75,4,2198,3.69,Cash,Tier3
30,74963.24,16,12,33,34.26,72.45,23,2996,3.67,UPI,Tier1
29,59143.32,8,4,70,,59.95,5,2897,9.81,UPI,Tier3
54,85371.25,19,7,19,53.16,89.65,12,3458,9.75,Cash,Tier1
27,36462.39,32,10,49,31.27,55.06,60,7270,2.82,Cash,Tier1
26,117103.36,67,6,75,79.18,74.07,90,5599,5.19,Debit Card,Tier1
69,83833.06,32,6,33,54.33,31.93,96,5764,6.0,Credit Card,Tier2
24,27951.91,85,4,37,42.13,83.07,26,5527,9.24,UPI,Tier2
19,49401.36,25,5,55,55.72,83.3,93,7706,2.11,UPI,Tier1
40,82953.78,53,13,9,33.88,8.48,59,6753,3.49,Debit Card,Tier3
56,90879.57,81,10,41,37.54,20.94,108,8838,3.41,UPI,Tier1
57,37010.77,25,13,7,,89.86,13,3719,9.36,Cash,Tier2
56,80686.57,33,10,15,,27.0,9,957,2.44,Cash,Tier3
38,22158.52,31,5,15,51.61,50.29,73,1052,5.99,UPI,Tier3
40,63034.61,36,3,11,34.45,92.39,98,3098,6.65,UPI,Tier1
46,89465.03,87,5,72,24.28,79.07,43,1251,4.84,Credit Card,Tier2
31,52866.65,89,6,23,28.03,94.24,23,1723,1.13,Debit Card,Tier1
43,31847.71,49,10,38,54.05,25.75,89,6233,1.87,Cash,Tier2
68,68216.73,44,8,14,58.44,66.13,22,1537,4.15,Cash,Tier3
22,51696.18,48,10,6,60.54,39.67,82,6349,8.56,Credit Card,Tier1
48,78850.28,30,10,75,63.27,23.52,42,6286,3.36,Credit Card,Tier3
42,,13,12,39,26.1,51.41,49,2459,3.23,UPI,Tier1
48,48001.99,43,14,36,47.7,95.88,32,4579,9.94,Credit Card,Tier1
67,20537.95,93,8,19,52.18,66.66,84,4534,8.54,Debit Card,Tier3
37,68738.78,16,10,16,,94.09,8,3382,2.95,UPI,Tier3
61,245840.36,91,70,67,54.07,16.28,95,6118,2.63,Cash,Tier1
34,38855.54,26,8,47,63.28,52.98,21,7304,7.04,UPI,Tier2
62,69263.57,75,11,76,69.17,54.0,79,9326,5.85,Credit Card,Tier1
19,87595.55,47,12,31,24.16,20.89,65,2894,1.91,UPI,Tier2
42,60257.51,37,7,59,58.57,24.08,119,1343,2.13,Credit Card,Tier2
30,70899.67,3,5,79,19.37,93.2,27,1910,5.86,UPI,Tier2
56,,26,9,76,36.56,45.69,18,5149,5.88,Cash,Tier3
45,38504.74,98,6,36,51.75,91.43,78,4474,7.66,Cash,Tier2
59,110244.89,97,10,14,42.67,21.66,45,1848,3.46,Cash,Tier1
23,54641.3,15,6,39,34.79,41.71,74,1548,4.72,Debit Card,Tier3
20,79434.56,66,7,8,37.52,68.55,49,9980,9.81,UPI,Tier2
52,81922.74,28,6,43,49.89,2.93,49,463,9.3,Credit Card,Tier2
35,61928.91,84,10,47,33.53,61.79,96,3797,6.57,UPI,Tier3
28,78349.49,38,5,22,68.34,97.89,113,9490,7.77,Debit Card,Tier1
37,70408.02,44,10,36,37.5,17.12,107,9232,9.02,UPI,Tier1
22,33811.93,53,4,73,61.38,96.75,5,2562,6.1,Debit Card,Tier1
36,57690.0,80,13,32,33.38,51.55,65,2679,9.76,Cash,Tier3
39,51523.88,4,4,43,44.01,45.42,48,9667,3.4,UPI,Tier2
36,54841.61,72,6,31,45.92,17.87,58,3047,2.53,UPI,Tier3
64,36311.93,44,8,57,48.77,54.35,23,8086,5.74,Debit Card,Tier3
33,89781.54,46,9,13,54.69,25.01,107,7862,4.83,Credit Card,Tier2
41,100243.84,84,6,55,24.98,0.65,96,2578,5.29,Cash,Tier2
58,86516.07,26,6,16,55.77,78.59,111,2055,1.87,Cash,Tier2
21,92951.64,96,6,16,56.1,33.57,43,372,9.73,Debit Card,Tier2
32,57418.03,13,16,34,65.07,82.06,48,5007,6.02,Credit Card,Tier2
42,51002.35,69,9,31,46.46,47.14,12,591,8.66,UPI,Tier1
61,47871.08,44,6,47,35.47,,33,117,7.15,Cash,Tier1
52,,53,9,62,32.11,83.55,112,3937,2.62,Credit Card,Tier1
31,69995.39,51,4,57,42.92,64.84,72,5500,4.73,Cash,Tier3
66,63301.12,13,4,10,39.84,39.33,8,7117,1.36,Cash,Tier3
36,93493.27,41,6,5,26.29,58.39,11,995,5.48,Credit Card,Tier1
55,73908.71,11,8,47,39.47,95.53,107,9708,2.57,Cash,Tier3
53,46549.53,37,8,25,54.56,83.12,85,727,1.09,Debit Card,Tier2
24,50020.01,60,9,16,49.23,11.56,109,498,7.52,Credit Card,Tier1
47,80003.85,32,8,50,43.51,,97,7966,8.89,UPI,Tier3
36,87918.12,45,7,42,41.0,86.17,80,8155,6.68,Cash,Tier3
66,77136.97,18,11,55,,33.01,74,939,2.53,UPI,Tier2
